Date,Close,Chg,Net Capital Inflow,Extra Large Single Net Inflow,Large Order Net Inflow,Net inflow of intermediate orders,Net inflow of small orders
2022-09-02,32.58,-0.0055,-97350500.0,-14868300.0,-82482200.0,42794900.0,54555600.0
2022-09-05,32.49,-0.0028,-73281700.0,-116000000.0,43084900.0,-4366100.0,77647800.0
2022-09-06,31.88,-0.0188,-244000000.0,-131000000.0,-113000000.0,-53196000.0,297000000.0
2022-09-07,31.64,-0.0075,-269000000.0,-355000000.0,85404600.0,24507300.0,245000000.0
2022-09-08,31.56,-0.0025,11880300.0,32682500.0,-20802200.0,-28428100.0,16547800.0
2022-09-09,32.76,0.038,904000000.0,687000000.0,217000000.0,-449000000.0,-456000000.0
2022-09-13,33.61,0.0259,141000000.0,213000000.0,-71745600.0,-537000000.0,397000000.0
2022-09-14,33.12,-0.0146,-119000000.0,27827200.0,-147000000.0,42977700.0,76384800.0
2022-09-15,34.27,0.0347,555000000.0,457000000.0,97874700.0,-106000000.0,-449000000.0
2022-09-16,33.21,-0.0309,-9723800.0,-152000000.0,142000000.0,-19081500.0,28805300.0
2022-09-19,33.35,0.0042,123000000.0,88789500.0,34601100.0,-33807700.0,-89583000.0
2022-09-20,32.80,-0.0165,-82416200.0,-86704600.0,4288400.0,18424600.0,63991600.0
2022-09-21,32.67,-0.004,48899100.0,-4837400.0,53736500.0,-128000000.0,78848700.0
2022-09-22,32.43,-0.0073,-67151500.0,-37405200.0,-29746300.0,-46611200.0,114000000.0
2022-09-23,32.62,0.0059,-79409300.0,-4866600.0,-74542700.0,101000000.0,-21488800.0
2022-09-26,32.21,-0.0126,-169000000.0,-41325300.0,-128000000.0,73655900.0,95411500.0
2022-09-27,32.16,-0.0016,-77123900.0,-68381400.0,-8742600.0,18235900.0,58888000.0
2022-09-28,31.93,-0.0072,61084800.0,-28397800.0,89482500.0,-64082100.0,2997300.0
2022-09-29,31.41,-0.0163,-289000000.0,-204000000.0,-84577100.0,104000000.0,185000000.0
2022-09-30,31.91,0.0159,-37005000.0,-41103600.0,4098600.0,114000000.0,-76778100.0
2022-10-10,30.06,-0.058,-502000000.0,-65065800.0,-437000000.0,161000000.0,341000000.0
2022-10-11,29.66,-0.0133,-171000000.0,-149000000.0,-21267600.0,61863800.0,109000000.0
2022-10-12,29.21,-0.0152,-263000000.0,-47304700.0,-215000000.0,-19326500.0,282000000.0
2022-10-13,28.15,-0.0363,-306000000.0,-205000000.0,-101000000.0,-128000000.0,434000000.0
2022-10-14,29.34,0.0423,354000000.0,239000000.0,115000000.0,-214000000.0,-140000000.0
2022-10-17,29.28,-0.002,-30829300.0,-22016100.0,-8813200.0,-47529400.0,78358700.0
2022-10-18,29.06,-0.0075,-226000000.0,-186000000.0,-39261800.0,61093100.0,164000000.0
2022-10-19,28.52,-0.0186,-194000000.0,-27721600.0,-166000000.0,88954400.0,105000000.0
2022-10-20,28.33,-0.0067,-356000000.0,-91429500.0,-264000000.0,131000000.0,224000000.0
2022-10-21,27.84,-0.0173,-54831200.0,-21424200.0,-33407000.0,-90388000.0,145000000.0
2022-10-24,26.28,-0.056,-548000000.0,-353000000.0,-195000000.0,-15042200.0,563000000.0
2022-10-25,26.45,0.0065,-258000000.0,-27138100.0,-230000000.0,114000000.0,144000000.0
2022-10-26,26.19,-0.0098,-48114700.0,12349000.0,-60463700.0,-136000000.0,184000000.0
2022-10-27,26.20,0.0004,95684300.0,27656600.0,68027700.0,-95478700.0,-205500.0
2022-10-28,25.44,-0.029,-228000000.0,-127000000.0,-101000000.0,10981700.0,217000000.0
2022-10-31,25.08,-0.0142,38288200.0,166000000.0,-128000000.0,-122000000.0,84186500.0
2022-11-01,26.45,0.0546,420000000.0,275000000.0,145000000.0,-207000000.0,-214000000.0
2022-11-02,26.68,0.0087,120000000.0,102000000.0,17927700.0,-182000000.0,61990800.0
2022-11-03,26.31,-0.0139,-91791200.0,-134000000.0,41750200.0,-18809900.0,111000000.0
2022-11-04,27.34,0.0391,512000000.0,426000000.0,85819700.0,-219000000.0,-293000000.0
2022-11-07,27.42,0.0029,-18294200.0,-64437500.0,46143300.0,-49578700.0,67872900.0
2022-11-08,27.41,-0.0004,-173000000.0,-123000000.0,-50351500.0,90084900.0,83329600.0
2022-11-09,27.44,0.0011,73163100.0,-10457700.0,83620800.0,-68667400.0,-4495700.0
2022-11-10,27.45,0.0004,-126000000.0,-74727900.0,-51702100.0,67694700.0,58735300.0
2022-11-11,29.50,0.0747,882000000.0,617000000.0,265000000.0,-221000000.0,-661000000.0
2022-11-14,31.40,0.0644,172000000.0,128000000.0,44326600.0,50336300.0,-222000000.0
2022-11-15,31.54,0.0045,231000000.0,79993300.0,151000000.0,-70062800.0,-161000000.0
2022-11-16,31.64,0.0032,179000000.0,65157900.0,114000000.0,-51431100.0,-127000000.0
2022-11-17,30.57,-0.0338,-78921400.0,9850700.0,-88772100.0,-61303900.0,140000000.0
2022-11-18,30.33,-0.0079,-97088800.0,20027000.0,-117000000.0,-86137100.0,183000000.0
2022-11-21,30.13,-0.0066,-111000000.0,-126000000.0,14634000.0,20460000.0,90548900.0
2022-11-22,30.71,0.0192,36947600.0,89875300.0,-52927700.0,-36313400.0,-634200.0
2022-11-23,30.48,-0.0075,33652100.0,-45503500.0,79155600.0,-1897200.0,-31754800.0
2022-11-24,30.48,0.0,-9914100.0,-2597300.0,-7316800.0,-28295300.0,38209400.0
2022-11-25,31.28,0.0262,148000000.0,57196000.0,90455200.0,-53590200.0,-94061000.0
2022-11-28,30.22,-0.0339,-205000000.0,-225000000.0,19594800.0,96425900.0,109000000.0
2022-11-29,33.12,0.096,957000000.0,654000000.0,304000000.0,-177000000.0,-781000000.0
2022-11-30,33.22,0.003,155000000.0,-81995600.0,237000000.0,82822200.0,-238000000.0
2022-12-01,33.26,0.0012,166000000.0,345000000.0,-179000000.0,-98245700.0,-67772700.0
2022-12-02,32.65,-0.0183,20309700.0,20529700.0,-219900.0,81835500.0,-102000000.0
2022-12-05,34.36,0.0524,591000000.0,466000000.0,125000000.0,-285000000.0,-306000000.0
2022-12-06,34.11,-0.0073,178000000.0,-11752700.0,190000000.0,-19321400.0,-159000000.0
2022-12-07,33.58,-0.0155,143000000.0,180000000.0,-36751700.0,-95911800.0,-47048100.0
2022-12-08,33.71,0.0039,5546800.0,-61903400.0,67450200.0,15118100.0,-20664900.0
2022-12-09,35.01,0.0386,427000000.0,376000000.0,50815400.0,-105000000.0,-322000000.0
2022-12-12,34.05,-0.0274,-198000000.0,-209000000.0,10782100.0,71348400.0,127000000.0
2022-12-13,34.40,0.0103,-47137600.0,-29348500.0,-17789100.0,128000000.0,-80659200.0
2022-12-14,35.17,0.0224,350000000.0,103000000.0,247000000.0,-65835300.0,-284000000.0
2022-12-15,34.59,-0.0165,31454400.0,-69869200.0,101000000.0,-35119700.0,3665200.0
2022-12-16,35.35,0.022,174000000.0,26604900.0,148000000.0,17103900.0,-191000000.0
2022-12-19,34.76,-0.0167,-90117200.0,-76454000.0,-13663200.0,104000000.0,-14345300.0
2022-12-20,33.98,-0.0224,-81345700.0,-154000000.0,72218900.0,35236500.0,46109200.0
2022-12-21,34.21,0.0068,-43726500.0,-40921900.0,-2804600.0,-75740700.0,119000000.0
2022-12-22,34.76,0.0161,68575200.0,2009300.0,66566000.0,-11764200.0,-56811000.0
2022-12-23,34.63,-0.0037,-118000000.0,-64448800.0,-53535900.0,127000000.0,-8950800.0
2022-12-26,34.21,-0.0121,106000000.0,-48931700.0,155000000.0,-138000000.0,31483700.0
2022-12-27,34.93,0.021,84535800.0,-30618000.0,115000000.0,-40814500.0,-43721400.0
2022-12-28,35.59,0.0189,407000000.0,228000000.0,179000000.0,-114000000.0,-292000000.0
2022-12-29,35.49,-0.0028,-43480100.0,-196000000.0,152000000.0,65299800.0,-21819700.0
2022-12-30,35.52,0.0008,12942900.0,-56348300.0,69291200.0,103000000.0,-116000000.0
2023-01-03,35.84,0.009,-96938900.0,-78000800.0,-18938100.0,38412000.0,58526900.0
2023-01-04,36.91,0.0299,340000000.0,228000000.0,113000000.0,-79832500.0,-260000000.0
2023-01-05,36.76,-0.0041,75065700.0,63025900.0,12039800.0,-74300000.0,-765600.0
2023-01-06,36.64,-0.0033,-179000000.0,-217000000.0,37537100.0,28421900.0,151000000.0
2023-01-09,37.06,0.0115,101000000.0,173000000.0,-71333300.0,-141000000.0,39454000.0
2023-01-10,36.51,-0.0148,-9321700.0,-41457900.0,32136200.0,-108000000.0,117000000.0
2023-01-11,37.18,0.0184,176000000.0,127000000.0,48654700.0,-83367200.0,-92554100.0
2023-01-12,37.31,0.0035,65072900.0,21225700.0,43847200.0,-52413600.0,-12659300.0
2023-01-13,37.92,0.0163,56961300.0,28820200.0,28141000.0,31740000.0,-88701300.0
2023-01-16,38.73,0.0214,-96628100.0,-11571200.0,-85057000.0,159000000.0,-62727700.0
2023-01-17,38.94,0.0054,-135000000.0,-24419800.0,-111000000.0,153000000.0,-17529300.0
2023-01-18,38.64,-0.0077,51562400.0,42764600.0,8797800.0,-45881900.0,-5680500.0
2023-01-19,38.91,0.007,-13922300.0,91094500.0,-105000000.0,-107000000.0,121000000.0
2023-01-20,39.31,0.0103,217000000.0,287000000.0,-70227100.0,-226000000.0,9031400.0
2023-01-30,40.29,0.0249,175000000.0,427000000.0,-252000000.0,-250000000.0,75701800.0
2023-01-31,39.47,-0.0204,-269000000.0,-214000000.0,-55933500.0,253000000.0,15989200.0
2023-02-01,38.80,-0.017,-471000000.0,-675000000.0,204000000.0,218000000.0,253000000.0
2023-02-02,38.29,-0.0131,38964400.0,138000000.0,-99352700.0,-259000000.0,220000000.0
2023-02-03,37.56,-0.0191,-194000000.0,-3247400.0,-191000000.0,34294400.0,160000000.0
2023-02-06,36.61,-0.0253,-60923100.0,10875500.0,-71798600.0,-74862500.0,136000000.0
2023-02-07,36.67,0.0016,-13307400.0,-14482800.0,1175500.0,-70925100.0,84232500.0
2023-02-08,36.75,0.0022,-9830300.0,-28921400.0,19091100.0,-27060200.0,36890400.0
2023-02-09,36.75,0.0,-159000000.0,-237000000.0,78277300.0,108000000.0,50526900.0
2023-02-10,36.42,-0.009,-129000000.0,-53440200.0,-75254000.0,-50350200.0,179000000.0
2023-02-13,35.98,-0.0121,-151000000.0,-80454900.0,-70536000.0,-50683000.0,202000000.0
2023-02-14,36.26,0.0078,-103000000.0,-158000000.0,55104600.0,35322100.0,67518400.0
2023-02-15,35.43,-0.0229,-518000000.0,-543000000.0,24866700.0,146000000.0,373000000.0
2023-02-16,35.53,0.0028,-28982000.0,-83176100.0,54194100.0,-71715900.0,101000000.0
2023-02-17,34.97,-0.0158,-227000000.0,-43008700.0,-184000000.0,-62415200.0,290000000.0
2023-02-20,36.75,0.0509,532000000.0,410000000.0,122000000.0,-334000000.0,-198000000.0
2023-02-21,36.95,0.0054,-54546900.0,-1082500.0,-53464400.0,63944000.0,-9397200.0
2023-02-22,36.42,-0.0143,-186000000.0,-105000000.0,-81379400.0,51573300.0,135000000.0
2023-02-23,36.53,0.003,-84707800.0,-20896300.0,-63811400.0,-104000000.0,189000000.0
2023-02-24,35.72,-0.0222,-177000000.0,-91372800.0,-85665400.0,-7453800.0,184000000.0
2023-02-27,35.42,-0.0084,-80428700.0,-895100.0,-79533600.0,-52123200.0,133000000.0
2023-02-28,35.57,0.0042,-101000000.0,-26404800.0,-74832000.0,-8317500.0,110000000.0
2023-03-01,36.51,0.0264,60872600.0,-31226200.0,92098800.0,26607300.0,-87479900.0
2023-03-02,36.51,0.0,33885800.0,-41388900.0,75274700.0,1061300.0,-34947100.0
2023-03-03,36.51,0.0,-34569600.0,34139400.0,-68709100.0,-28502500.0,63072200.0
2023-03-06,35.26,-0.0342,-613000000.0,-293000000.0,-320000000.0,37091500.0,576000000.0
2023-03-07,34.82,-0.0125,-151000000.0,91591500.0,-242000000.0,9610000.0,141000000.0
2023-03-08,34.26,-0.0161,-262000000.0,-47518100.0,-215000000.0,28630500.0,234000000.0
2023-03-09,33.84,-0.0123,-188000000.0,-9873900.0,-178000000.0,-59143400.0,248000000.0
2023-03-10,33.29,-0.0163,-307000000.0,-104000000.0,-203000000.0,958000.0,306000000.0
2023-03-13,33.31,0.0006,-62802500.0,43451700.0,-106000000.0,-12544000.0,75346500.0
2023-03-14,32.84,-0.0141,-292000000.0,20884400.0,-313000000.0,111000000.0,181000000.0
2023-03-15,33.14,0.0091,-211000000.0,197000000.0,-408000000.0,1632600.0,209000000.0
2023-03-16,32.91,-0.0069,-60183000.0,-1287300.0,-58895700.0,31026200.0,29156800.0
2023-03-17,32.62,-0.0088,-67944000.0,24883100.0,-92827100.0,-21151400.0,89095400.0
2023-03-20,32.38,-0.0074,-237000000.0,-95815700.0,-141000000.0,-45922100.0,283000000.0
2023-03-21,32.49,0.0034,10040100.0,14819900.0,-4779800.0,-146000000.0,136000000.0
2023-03-22,32.80,0.0095,-20677400.0,67846400.0,-88523800.0,-75422800.0,96100200.0
2023-03-23,33.46,0.0201,-3709700.0,51934200.0,-55643900.0,51054000.0,-47344200.0
2023-03-24,32.69,-0.023,-87197200.0,-142000000.0,54681800.0,-65970100.0,153000000.0
2023-03-27,32.47,-0.0067,-65376000.0,-53136200.0,-12239800.0,-54487800.0,120000000.0
2023-03-28,32.66,0.0059,71508500.0,96419500.0,-24911000.0,-60884100.0,-10624400.0
2023-03-29,32.38,-0.0086,-51260300.0,-33987500.0,-17272700.0,-722800.0,51983100.0
2023-03-30,32.61,0.0071,-47267900.0,17226700.0,-64494600.0,-30881900.0,78149800.0
2023-03-31,32.53,-0.0025,-138000000.0,-21561400.0,-116000000.0,71999500.0,65509600.0
2023-04-03,32.63,0.0031,-153000000.0,985800.0,-154000000.0,28926700.0,124000000.0
2023-04-04,32.54,-0.0028,3635700.0,-245200.0,3881000.0,-19811000.0,16175300.0
2023-04-06,32.06,-0.0148,-444000000.0,-141000000.0,-304000000.0,126000000.0,318000000.0
2023-04-07,32.40,0.0106,-22389200.0,2116900.0,-24506100.0,-13087600.0,35476800.0
2023-04-10,32.50,0.0031,10360400.0,65456000.0,-55095600.0,-14163800.0,3803300.0
2023-04-11,31.99,-0.0157,-251000000.0,-319000000.0,68263200.0,-36727600.0,287000000.0
2023-04-12,32.00,0.0003,-116000000.0,-96410800.0,-19971700.0,-963700.0,117000000.0
2023-04-13,32.27,0.0084,156000000.0,51328000.0,105000000.0,-5698800.0,-150000000.0
2023-04-14,32.65,0.0118,-5502900.0,154000000.0,-159000000.0,92389400.0,-86886500.0
2023-04-17,33.46,0.0248,360000000.0,402000000.0,-42526600.0,-160000000.0,-200000000.0
2023-04-18,33.94,0.0143,189000000.0,83262600.0,105000000.0,-48753500.0,-140000000.0
2023-04-19,33.76,-0.0053,-130000000.0,-126000000.0,-4855000.0,91542700.0,38859300.0
2023-04-20,33.25,-0.0151,-262000000.0,-229000000.0,-33293500.0,157000000.0,105000000.0
2023-04-21,32.76,-0.0147,-144000000.0,-38642800.0,-105000000.0,25636200.0,118000000.0
2023-04-24,31.86,-0.0275,-247000000.0,-179000000.0,-68109400.0,63814100.0,183000000.0
2023-04-25,32.29,0.0135,-19521100.0,-21987500.0,2466400.0,-20798900.0,40320000.0
2023-04-26,32.08,-0.0065,-74988800.0,-64659000.0,-10329900.0,-32568800.0,108000000.0
2023-04-27,30.89,-0.0371,-616000000.0,-404000000.0,-212000000.0,-112000000.0,728000000.0
2023-04-28,31.86,0.0314,188000000.0,13607800.0,175000000.0,-170000000.0,-18341600.0
2023-05-04,32.39,0.0166,221000000.0,140000000.0,80985500.0,-123000000.0,-97622200.0
2023-05-05,32.95,0.0173,345000000.0,295000000.0,49668300.0,-147000000.0,-198000000.0
2023-05-08,33.86,0.0276,369000000.0,309000000.0,60149400.0,-274000000.0,-94901400.0
2023-05-09,33.25,-0.018,-48855600.0,-7409800.0,-41445800.0,-139000000.0,188000000.0
2023-05-10,32.66,-0.0177,-204000000.0,-114000000.0,-90329800.0,87705700.0,116000000.0
2023-05-11,32.71,0.0015,31542300.0,85156800.0,-53614600.0,-20666900.0,-10875300.0
2023-05-12,32.30,-0.0125,-316000000.0,-280000000.0,-35276900.0,111000000.0,204000000.0
2023-05-15,32.96,0.0204,-77499800.0,-29917900.0,-47581900.0,74243800.0,3256000.0
2023-05-16,33.08,0.0036,-51077500.0,19340100.0,-70417600.0,21285200.0,29792300.0
2023-05-17,32.76,-0.0097,-57877300.0,-47477900.0,-10399300.0,66542700.0,-8665400.0
2023-05-18,32.71,-0.0015,-46972300.0,-8344600.0,-38627800.0,7008800.0,39963600.0
2023-05-19,32.21,-0.0153,-136000000.0,-105000000.0,-30921500.0,-21945400.0,158000000.0
2023-05-22,32.46,0.0078,31512200.0,-2230200.0,33742400.0,-49181400.0,17669200.0
2023-05-23,31.86,-0.0185,-155000000.0,-109000000.0,-46076600.0,-24138300.0,180000000.0
2023-05-24,31.19,-0.021,-274000000.0,-177000000.0,-97569100.0,-44874700.0,319000000.0
2023-05-25,30.68,-0.0164,-276000000.0,-302000000.0,25597600.0,-21302600.0,298000000.0
2023-05-26,31.00,0.0104,-19753400.0,42015400.0,-61768900.0,-70108400.0,89861900.0
2023-05-29,30.95,-0.0016,-58398000.0,-64212400.0,5814400.0,-4071500.0,62469400.0
2023-05-30,30.90,-0.0016,-70469200.0,-26548200.0,-43920900.0,27292800.0,43176300.0
2023-05-31,30.56,-0.011,-236000000.0,-59927800.0,-176000000.0,155000000.0,80710500.0
2023-06-01,30.32,-0.0079,-248000000.0,-95883600.0,-152000000.0,74321700.0,174000000.0
2023-06-02,31.33,0.0333,347000000.0,206000000.0,141000000.0,-37481700.0,-310000000.0
2023-06-05,31.30,-0.001,-56356500.0,-50152000.0,-6204500.0,-47823500.0,104000000.0
2023-06-06,31.33,0.001,41436300.0,64666000.0,-23229700.0,-76913800.0,35477500.0
2023-06-07,31.56,0.0073,28050100.0,-44914400.0,72964500.0,9895400.0,-37945500.0
2023-06-08,32.34,0.0247,200000000.0,43743400.0,156000000.0,-23579500.0,-177000000.0
2023-06-09,32.00,-0.0105,-138000000.0,-23483200.0,-114000000.0,30778900.0,107000000.0
2023-06-12,31.99,-0.0003,-22355500.0,-28178300.0,5822800.0,-24113200.0,46468800.0
2023-06-13,31.99,0.0,-54908500.0,-34950100.0,-19958400.0,16755100.0,38153400.0
2023-06-14,31.65,-0.0106,-56724900.0,-62762500.0,6037600.0,-49999200.0,107000000.0
2023-06-15,31.98,0.0104,-112000000.0,-7347300.0,-105000000.0,3967400.0,109000000.0
2023-06-16,32.19,0.0066,84487100.0,-26562800.0,111000000.0,-29331800.0,-55155300.0
2023-06-19,31.84,-0.0109,-71241600.0,-54501400.0,-16740200.0,53592900.0,17648700.0
2023-06-20,31.45,-0.0122,-66763700.0,-94052300.0,27288700.0,14583400.0,52180300.0
2023-06-21,31.43,-0.0006,58281500.0,-71411100.0,130000000.0,23030600.0,-81312100.0
2023-06-26,30.87,-0.0178,-175000000.0,-86797100.0,-88496900.0,72067500.0,103000000.0
2023-06-27,31.08,0.0068,156000000.0,40961600.0,115000000.0,-110000000.0,-45279100.0
2023-06-28,31.31,0.0074,43442900.0,52028400.0,-8585400.0,-34404300.0,-9038700.0
2023-06-29,30.94,-0.0118,-143000000.0,-110000000.0,-33087000.0,52758900.0,90640900.0
2023-06-30,31.02,0.0026,11887800.0,-24175500.0,36063400.0,-52817100.0,40929300.0
2023-07-03,31.98,0.0309,155000000.0,136000000.0,19345200.0,6593000.0,-162000000.0
2023-07-04,31.77,-0.0066,8586200.0,47090600.0,-38504400.0,-7811100.0,-775100.0
2023-07-05,31.29,-0.0151,-44960800.0,-12496500.0,-32464400.0,-46152500.0,91113400.0
2023-07-06,30.84,-0.0144,-151000000.0,-93026300.0,-58073500.0,-20304300.0,171000000.0
2023-07-07,30.57,-0.0088,-173000000.0,-89728900.0,-83067200.0,-20845300.0,194000000.0
2023-07-10,30.71,0.0046,-44255300.0,5665800.0,-49921200.0,16550900.0,27704400.0
2023-07-11,30.97,0.0085,-29348500.0,-30787500.0,1439000.0,56176300.0,-26827800.0
2023-07-12,31.46,0.0158,180000000.0,66138700.0,114000000.0,-36803400.0,-144000000.0
2023-07-13,31.85,0.0124,-30060000.0,17239800.0,-47299800.0,-39845900.0,69905900.0
2023-07-14,31.93,0.0025,5350900.0,-10407600.0,15758500.0,25262700.0,-30613600.0
2023-07-17,31.65,-0.0088,-41943100.0,-29710300.0,-12232900.0,-77643000.0,120000000.0
2023-07-18,31.46,-0.006,12138800.0,-41072100.0,53210900.0,-75950500.0,63811700.0
2023-07-19,31.58,0.0038,-38717000.0,-36842900.0,-1874100.0,6427300.0,32289700.0
2023-07-20,31.69,0.0035,4876700.0,24897700.0,-20021000.0,15866900.0,-20743600.0
2023-07-21,31.80,0.0035,72085000.0,109000000.0,-37115200.0,-49146000.0,-22939000.0
2023-07-24,31.45,-0.011,-86631100.0,-60397500.0,-26233600.0,21330800.0,65300300.0
2023-07-25,33.27,0.0579,848000000.0,410000000.0,438000000.0,-346000000.0,-502000000.0
2023-07-26,33.35,0.0024,-95778300.0,-101000000.0,4934600.0,-36111200.0,132000000.0
2023-07-27,33.66,0.0093,169000000.0,174000000.0,-4695700.0,-130000000.0,-39762900.0
2023-07-28,35.10,0.0428,361000000.0,280000000.0,80492700.0,31571900.0,-392000000.0
2023-07-31,35.56,0.0131,-159000000.0,-155000000.0,-4244700.0,196000000.0,-37422100.0
2023-08-01,34.99,-0.016,-189000000.0,-108000000.0,-81699700.0,157000000.0,32080300.0
2023-08-02,34.03,-0.0274,-385000000.0,-151000000.0,-235000000.0,173000000.0,212000000.0
2023-08-03,34.68,0.0191,152000000.0,74551300.0,77262000.0,5128000.0,-157000000.0
2023-08-04,34.88,0.0058,-208000000.0,-54469100.0,-153000000.0,46144200.0,162000000.0
2023-08-07,34.50,-0.0109,-83490100.0,-45790000.0,-37700000.0,158000000.0,-74769700.0
2023-08-08,34.15,-0.0101,-24124200.0,-73626300.0,49502100.0,23554900.0,569300.0
2023-08-09,34.02,-0.0038,-115000000.0,-35598600.0,-79257000.0,72105100.0,42750500.0
2023-08-10,34.14,0.0035,-66501300.0,-25150700.0,-41350600.0,56486100.0,10015200.0
2023-08-11,33.15,-0.029,-219000000.0,-131000000.0,-87086300.0,-159000000.0,378000000.0
2023-08-14,32.46,-0.0208,-138000000.0,-27537800.0,-111000000.0,-89976400.0,228000000.0
2023-08-15,32.36,-0.0031,-175000000.0,-61437900.0,-113000000.0,59974700.0,115000000.0
2023-08-16,31.97,-0.0121,-194000000.0,-23266000.0,-171000000.0,1625900.0,192000000.0
2023-08-17,31.79,-0.0056,-181000000.0,-12257900.0,-169000000.0,76212800.0,105000000.0
2023-08-18,31.88,0.0028,141000000.0,36656800.0,105000000.0,-37950700.0,-103000000.0
2023-08-21,31.13,-0.0235,-133000000.0,-68510400.0,-64220600.0,-31013700.0,164000000.0
2023-08-22,31.32,0.0061,62490500.0,110000000.0,-47217100.0,-89168400.0,26678000.0
2023-08-23,30.85,-0.015,-213000000.0,19879700.0,-233000000.0,-57326200.0,270000000.0
2023-08-24,31.06,0.0068,-122000000.0,-104000000.0,-18303100.0,-5357900.0,128000000.0
